	company	fund_id	fund_name	avg	avg_type	category	fund_type	me	ydev	y5dev	risk	Link	Klusterbomber	Kemiska vapen	Kärnvapen	Vapen/krigsmateriel	Alkohol	Tobak	Spelverksamhet	Pornografi	Fossila bränslen	Kol	Uran	Genmodifierade organismer	Alkohol_comment	Fossila bränslen (olja, gas, kol)_comment	Kemiska och biologiska vapen_comment	Klusterbomber, personminor_comment	Kol_comment	Kommersiell spelverksamhet_comment	Kärnvapen_comment	Pornografi_comment	Tobak_comment	Uran_comment	Vapen och/eller krigsmateriel_comment	Övrigt_comment
318873	Sentat Asset Management AB	318873	Sentat World Equity Replication fund	0.89	NA	Global	A	NA	6	-	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
534099	Simplicity AB	534099	Simplicity Afrika	0.75	NA	Nya marknader	A	M/E	7	6	hög		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
188300	Simplicity AB	188300	Simplicity Europa	0.66	NA	Europa	A	M/E	10	-	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
832717	Simplicity AB	832717	Simplicity Företagsobligationer	0.33	NA	Norden ränta	R	M/E	4	3	mycket låg	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0004452118	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ		Fonden utesluter bolag som exploaterar fossila bränslen.										
934711	Simplicity AB	934711	Simplicity Global Corporate Bond	0.37	NA	Global ränta	R	M/E	4	3	mycket låg	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0004926368	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ		Fonden utesluter helt bolag som exploaterar fossila bränslen.										
722983	Simplicity AB	722983	Simplicity Indien	0.75	NA	Indien	A	M/E	28	24	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
660290	Simplicity AB	660290	Simplicity Kina	0.77	NA	Kina	A	M/E	19	13	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0003395177	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ												
418699	Simplicity AB	418699	Simplicity Likviditet	0.12	NA	Sverige lång och realränta	R	M/E	1	1	mycket låg	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0001827692	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ		Fonden utesluter bolag som exploaterar fossila bränslen.										
484980	Simplicity AB	484980	Simplicity Norden	0.63	NA	Norden	A	M/E	10	16	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000988750	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ												
293902	Simplicity AB	293902	Simplicity Småbolag Global	0.59	NA	Aggressiv	B	M/E	-	-	-	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0010520403	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ		Fonden investerar inte i bolag som exploaterar fossila bränslen.										
908509	Simplicity AB	908509	Simplicity Småbolag Sverige	0.39	NA	Sverige småbolag	A	M/E	13	-	-	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0009161540	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ		Fonden investerar inte i bolag som exploaterar fossila bränslen.										
290304	Simplicity AB	290304	Simplicity Sverige	0.39	NA	Sverige	A	M/E	17	-	-	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0006453536	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ		Fonden utesluter helt bolag som exploaterar fossila bränslen.										
581371	Sjunde AP-Fonden	581371	AP7 Aktiefond	0.10	NA	Global	A	M/E	18	21	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0003299999	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ			Kemiska och biologiska vapen är förbjudna enligt en FN-konvention. AP7 svartlistar och investerar alltså inte i företag som bryter mot internationella konventioner som Sverige har undertecknat när det gäller miljö, mänskliga rättigheter, arbetsrätt och korruption.	Klustervapen och personminor är förbjudna enligt FN-konventioner. AP7 svartlistar och investerar alltså inte i företag som bryter mot internationella konventioner som Sverige har undertecknat när det gäller miljö, mänskliga rättigheter, arbetsrätt och korruption.			AP7 svartlistar och investerar alltså inte i företag som bedöms delta i utveckling och/eller produktion av kärnvapen.					
545541	Sjunde AP-Fonden	545541	AP7 Räntefond	0.04	NA	Sverige lång och realränta	R	M/E	0	1	mycket låg	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0003299981	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ			Kemiska och biologiska vapen är förbjudna enligt en FN-konvention. AP7 investerar inte i obligationer utgivna av företag som bryter mot internationella konventioner som Sverige har undertecknat när det gäller miljö, mänskliga rättigheter, arbetsrätt och korruption.	Klustervapen och personminor är förbjudna enligt FN-konventioner. AP7 investerar inte i obligationer utgivna av företag som bryter mot internationella konventioner som Sverige har undertecknat när det gäller miljö, mänskliga rättigheter, arbetsrätt och korruption.			AP7 investerar inte i obligationer utvigna av företag som bedöms delta i utveckling och/eller produktion av kärnvapen					
984187	SKAGEN Fonder	984187	SKAGEN Global	0.25	RES	Global	A	NA	11	13	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
501981	SKAGEN Fonder	501981	SKAGEN Kon-Tiki	0.32	RES	Nya marknader	A	NA	20	8	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
252296	SKAGEN Fonder	252296	SKAGEN Tellus	0.18	NA	Global ränta	R	NA	1	7	låg		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
120014	SKAGEN Fonder	120014	SKAGEN Vekst	0.25	RES	Global och Sverige	A	NA	12	12	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
311027	SKAGEN Fonder	311027	SKAGEN m2	0.31	RES	Fastighet	A	NA	16	15	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
618629	Skandia Fonder AB	618629	Skandia Asien	0.45	NA	Asien	A	M/E	36	16	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000810756	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ									Fonden investerar inte i bolag som producerar tobak.			Fondbolagets kommentar: Bolag vars omsättning till 30 procent eller mer kommer från utvinning av kol för energiändamål utesluts.
654459	Skandia Fonder AB	654459	Skandia Europa Exponering	0.17	NA	Europa	A	M/E	13	12	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000810772	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ			.						Fonden investerar inte i bolag som producerar tobak.			Fonden investerar inte i bolag vars omsättning till mer än 30 procent kommer från utvinning av kol för energiändamål.
545426	Skandia Fonder AB	545426	Skandia Global Exponering	0.17	NA	Global	A	M/E	10	17	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0005281847	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ									Fonden investerar inte i bolag som producerar tobak.			Fonden investerar inte i bolag vars omsättning till mer än 30 procent kommer från utvinning av kol för energiändamål.
582791	Skandia Fonder AB	582791	Skandia Japan Exponering	0.17	NA	Japan	A	M/E	12	15	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000810764	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ									Fonden investerar inte i bolag som producerar tobak.			Fonden investerar inte i bolag vars omsättning till mer än 30 procent kommer från utvinning av kol för energiändamål.
726117	Skandia Fonder AB	726117	Skandia Kapitalmarknadsfond	0.20	NA	Sverige lång och realränta	R	M/E	0	2	mycket låg	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000810863	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ												Bolag vars omsättning till 30 procent eller mer kommer från utvinning av kol för enerigändamål utesluts.
256362	Skandia Fonder AB	256362	Skandia Nordamerika Exponering	0.17	NA	USA och Nordamerika	A	M/E	9	20	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0005065505	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ									Fonden investerar inte i bolag som producerar tobak.			Fonden investerar inte i bolag vars omsättning till mer än 30 procent kommer från utvinning av kol för energiändamål.
611657	Skandia Fonder AB	611657	Skandia Norden	0.40	NA	Norden	A	M/E	12	15	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0004518744	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Fonden investerar inte i bolag som producerar alkohol.								Fonden investerar inte i bolag som producerar tobak.			Bolag vars omsättning till 30 procent eller mer kommer från utvinning av kol för energiändamål utesluts.
331983	Skandia Fonder AB	331983	Skandia Penningmarknadsfond	0.14	NA	Sverige kortränta	R	M/E	0	0	mycket låg	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000810897	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ												Fonden investerar inte i bolag vars omsättning till mer än 30 procent kommer från utvinning av kol för energiändamål.
469817	Skandia Fonder AB	469817	Skandia Realräntefond	0.20	NA	Sverige lång och realränta	R	M/E	1	3	låg	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000810871	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ												Fonden investerar inte i bolag vars omsättning till mer än 30 procent kommer från utvinning av kol för energiändamål.
546960	Skandia Fonder AB	546960	Skandia Smart Balanserad	0.40	NA	Balanserad	B	M/E	6	8	låg	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000810905	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ									Fonden investerar inte i bolag som producerar tobak.			Bolag vars omsättning till 30 procent eller mer kommer från utvinning av kol för energiändamål utesluts.
403642	Skandia Fonder AB	403642	Skandia Smart Försiktig	0.30	NA	Försiktig	B	M/E	2	3	mycket låg	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000810731	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ									Fonden investerar inte i bolag som producerar tobak.			Bolag vars omsättning till 30 procent eller mer kommer från utvinning av kol för energiändamål utesluts
367813	Skandia Fonder AB	367813	Skandia Smart Offensiv	0.40	NA	Varierande	B	M/E	11	14	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000810723	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ									Fonden investerar inte i bolag som producerar tobak.			Bolag vars omsättning till 30 procent eller mer kommer från utvinning av kol för energiändamål utesluts
103606	Skandia Fonder AB	103606	Skandia Småbolag Sverige	0.40	NA	Sverige småbolag	A	M/E	10	20	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000810814	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ									Fonden investerar inte i bolag som producerar tobak.			Bolag vars omsättning till 30 procent eller mer kommer från utvinning av kol för energiändamål utesluts
690289	Skandia Fonder AB	690289	Skandia Sverige	0.40	NA	Sverige	A	M/E	8	12	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000810913	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ									Fonden investerar inte i bolag som producerar tobak.			Bolag vars omsättning till 30 procent eller mer kommer från utvinning av kol för energiändamål utesluts.
292193	Skandia Fonder AB	292193	Skandia Sverige Exponering	0.17	NA	Sverige	A	M/E	10	12	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0005065521	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ									Fonden investerar inte i bolag som producerar tobak.			Fonden investerar inte i bolag vars omsättning till mer än 30 procent kommer från utvinning av kol för energiändamål.
827105	Skandia Fonder AB	827105	Skandia Sverige Hållbar	0.40	NA	Sverige	A	M/E	-	-	-	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0010547943	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	UNDVIKER	Undviker EJ	Undviker EJ	UNDVIKER	Undviker EJ	UNDVIKER	UNDVIKER		Utvinning, raffinering och kraftgenerering av fosslia bränslen.							Fonden investerar inte i bolag som producerar tobak.			Fonden iakttar stor försiktighet vid investering i gruvor.
802900	Skandia Fonder AB	802900	Skandia Tillväxtmarknadsfond	0.46	NA	Nya marknader	A	M/E	26	-	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0005424256	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ									Fonden investerar inte i bolag som producerar tobak			Bolag vars omsättning till 30 procent eller mer kommer från utvinning av kol för energiändamål utesluts.
439471	Skandia Fonder AB	439471	Skandia Time Global	0.40	NA	IT och kommunikation	A	M/E	25	29	hög	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0001112715	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ									Fonden investerar inte i bolag som producerar tobak.			Fondbolagets kommentar: Bolag vars omsättning till 30 procent eller mer kommer från utvinning av kol för energiändamål utesluts.
511139	Skandia Fonder AB	511139	Skandia USA	0.40	NA	USA och Nordamerika	A	M/E	11	21	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000810798	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ									Fonden investerar inte i bolag som producerar tobak.			Bolag vars omsättning till 30 procent eller mer kommer från utvinning av kol för energiändamål utesluts.
475301	Skandia Fonder AB	475301	Skandia Världen	0.40	NA	Global	A	M/E	16	15	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0001112723	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ									Fonden investerar inte i bolag som producerar tobak.			Fondbolagets kommentar: Bolag vars omsättning till 30 procent eller mer kommer från utvinning av kol för energiändamål utesluts.
306894	Sparinvest S.A.	306894	Sparinvest SICAV - Equitas	0.79	NA	Global	A	M/E	10	15	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
401513	Sparinvest S.A.	401513	Sparinvest SICAV - Ethical Emerging Markets Value	0.89	NA	Nya marknader	A	M/E	20	11	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
199406	Sparinvest S.A.	199406	Sparinvest SICAV - Ethical Global Value	0.80	NA	Global	A	M/E	12	15	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
371294	Sparinvest S.A.	371294	Sparinvest SICAV - European Value	0.79	NA	Europa	A	NA	16	13	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
882068	Sparinvest S.A.	882068	Sparinvest SICAV - Global Value	0.80	NA	Global	A	M/E	9	15	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
335463	Sparinvest S.A.	335463	Sparinvest SICAV - Investment Grade Value Bonds	0.42	NA	Övriga räntefonder	R	M/E	6	8	låg		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
235234	Sparinvest S.A.	235234	Sparinvest SICAV - Procedo	0.62	NA	Aggressiv	B	M/E	10	12	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
271064	Sparinvest S.A.	271064	Sparinvest SICAV - Securus	0.55	NA	Försiktig	B	M/E	6	8	låg		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
477307	Sparinvest S.A.	477307	Sparinvest SICAV - Value Bonds Global Ethical High Yield SEK R	0.42	NA	Övriga räntefonder	R	M/E	5	2	låg		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
369819	Sparinvest S.A.	369819	Sparinvest SICAV Value Bonds Emerging Markets Corporates EUR R	0.42	NA	Tillväxtmarknad ränta	R	M/E	7	2	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
405648	Sparinvest S.A.	405648	Sparinvest SICAV Value Bonds Emerging Markets Corporates SEK R	0.42	NA	Tillväxtmarknad ränta	R	M/E	4	-2	låg		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
441477	Sparinvest S.A.	441477	Sparinvest SICAV- Value Bonds- Global Ethical High Yield EUR R	0.42	NA	Övriga räntefonder	R	M/E	8	6	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
119891	Spiltan Fonder AB	119891	Spiltan Aktiefond Dalarna	0.51	NA	Sverige	A	NA	18	18	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
272898	Spiltan Fonder AB	272898	Spiltan Aktiefond Småland	0.53	NA	Sverige	A	NA	13	19	hög		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
339184	Spiltan Fonder AB	339184	Spiltan Aktiefond Stabil	0.52	NA	Sverige	A	NA	13	17	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
152181	Spiltan Fonder AB	152181	Spiltan Aktiefond Sverige	0.52	NA	Sverige	A	NA	7	17	medel		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
358309	Spiltan Fonder AB	358309	Spiltan Globalfond Investmentbolag	0.25	NA	Global	A	NA	8	-	-		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
560599	Spiltan Fonder AB	560599	Spiltan Högräntefond	0.28	NA	Norden ränta	R	NA	5	-	mycket låg		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
972497	Spiltan Fonder AB	972497	Spiltan Räntefond Sverige	0.10	NA	Sverige kortränta	R	NA	2	2	mycket låg		Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar	Inget svar												
201111	SPP Fonder AB	201111	GodFond Sverige & Världen	0.24	NA	Global och Sverige	A	M/E	13	13	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0002800276	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ								Produktion 0 %, distribution 5 %.	Produktion 0 %, distribution 5 %.			
140673	SPP Fonder AB	140673	SPP Aktiefond Europa	0.16	NA	Europa	A	M/E	14	12	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000531881	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ								Produktion 0 %, distribution 5 %.	Produktion 0 %, distribution 5 %.			Vi exkluderar bolag där kol står för mer än 30 % av bolagets eller koncernens omsättning. Vi exkluderar bolag med lågt hållbarhetsbetyg, enligt vår egen analys och har uteslutit bolag som i huvudsak sysslar med kolkraft, oljesandstillverkning och palmoljeplantage.
407064	SPP Fonder AB	407064	SPP Aktiefond Global	0.17	NA	Global	A	M/E	12	17	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000671919	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ								Produktion 0 %, distribution 5 %.	Produktion 0 %, distribution 5 %.			Vi exkluderar bolag där kol står för mer än 30 % av bolagets eller koncernens omsättning. Vi exkluderar bolag med lågt hållbarhetsbetyg, enligt vår egen analys och har uteslutit bolag som i huvudsak sysslar med kolkraft, oljesandstillverkning och palmoljeplantage.
176503	SPP Fonder AB	176503	SPP Aktiefond Japan	0.16	NA	Japan	A	M/E	13	15	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000621393	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ								Produktion 0 %, distribution 5 %.	Produktion 0 %, distribution 5 %.			Vi exkluderar bolag där kol står för mer än 30 % av bolagets eller koncernens omsättning. Vi exkluderar bolag med lågt hållbarhetsbetyg, enligt vår egen analys och har uteslutit bolag som i huvudsak sysslar med kolkraft, oljesandstillverkning och palmoljeplantage.
912220	SPP Fonder AB	912220	SPP Aktiefond Stabil	0.22	NA	Global	A	M/E	3	-	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0005224078	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ								Produktion 0 %, distribution 5 %.	Produktion 0 %, distribution 5 %.			
212332	SPP Fonder AB	212332	SPP Aktiefond Sverige	0.16	NA	Sverige	A	M/E	11	13	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000529992	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ								Produktion 0 %, distribution 5 %.	Produktion 0 %, distribution 5 %.			Vi exkluderar bolag där kol står för mer än 30 % av bolagets eller koncernens omsättning. Vi exkluderar bolag med lågt hållbarhetsbetyg, enligt vår egen analys och har uteslutit bolag som i huvudsak sysslar med kolkraft, oljesandstillverkning och palmoljeplantage.
248161	SPP Fonder AB	248161	SPP Aktiefond USA	0.16	NA	USA och Nordamerika	A	M/E	9	21	medel	http://www.hallbarhetsprofilen.se/fund.html?isin=SE0000594111	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	UNDVIKER	Undviker EJ	Undviker EJ	Undviker EJ	Undviker EJ								Produktion 0 %, distribution 5 %.	Produktion 0 %, distribution 5 %.			Vi exkluderar bolag där kol står för mer än 30 % av bolagets eller koncernens omsättning. Vi exkluderar bolag med lågt hållbarhetsbetyg, enligt vår egen analys och har uteslutit bolag som i huvudsak sysslar med kolkraft, oljesandstillverkning och palmoljeplantage.
